epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5902062058448792,9.999999747378752e-05,1.1277940273284912,0.762499988079071,0.5967379808425903
1,0.7319587469100952,9.999999747378752e-05,0.7536656260490417,0.8062499761581421,0.507646918296814
2,0.7835051417350769,9.999999747378752e-05,0.6489766836166382,0.793749988079071,0.4980323910713196
3,0.8092783689498901,9.999999747378752e-05,0.5523182153701782,0.8125,0.4529878497123718
4,0.8324742317199707,9.999999747378752e-05,0.5153077244758606,0.793749988079071,0.5331927537918091
5,0.8247422575950623,9.999999747378752e-05,0.4771054983139038,0.800000011920929,0.5062066316604614
6,0.8556700944900513,9.999999747378752e-05,0.43053293228149414,0.809374988079071,0.5656062364578247
7,0.8582473993301392,9.999999747378752e-05,0.422306090593338,0.8031250238418579,0.5668817162513733
8,0.8530927896499634,9.999999747378752e-05,0.37168341875076294,0.8187500238418579,0.4907754063606262
